Paper ID,Cluster Label,t-SNE Dim 1,t-SNE Dim 2,t-SNE Dim 3
03cd1c6ee99bf1cf810c1ab4ad677fab95917dfa,-1,16.802422,-9.409979,-2.6471615
03cef3f24ffc4274ba3dcbfe0068c76ddad5ac79,15,-16.254335,7.6334033,-15.851027
03dce4594be5b31b70de84f24aa203d5092f3cc4,-1,-19.149824,9.442685,-7.703766
03fcfd84f079190690f49baa352e53842599156d,12,-14.152226,-16.535385,-1.709251
041524e42a1633be9be0368fb75a4323ef533ee0,-1,9.975549,-15.495837,-5.716434
0417fe8271833b6751d741ad84f99cd2e612cf24,-1,15.371847,11.290489,-9.20953
041b0a9fdfd020222995f4176f9e1a7b8e1e9475,5,14.162076,-2.3143456,17.599607
0429e1161bd982ae5663bdf0587a2afc4daacb14,69,-0.21500017,-8.0107355,7.9294324
044897761659634195a44bd0768ed50d7413014f,-1,9.1904745,-5.294506,8.016598
0451d505d4f7f79862ca7f6f23d7e91190e377c2,-1,7.1045804,-20.748266,3.0605018
04527f99175fed882d039e02177525ede2cd8669,-1,-14.9781475,-0.88956714,-6.116067
045543d2128d430727d7f197f9dc3dfdac3e2cf1,26,-2.1373374,-26.31639,0.5203275
04561807d5d919380afda0a18fa802330e84a344,-1,-3.478712,-11.383208,9.858099
0456725256fbaabcee03695a75be73d0f0006bae,-1,-5.153379,26.028502,-2.3034234
0460f8474a25642a1d45bcb1f044064414a206f6,27,0.72112083,11.028608,10.082011
046516e9156b0436b9b63e612ff5dbd8c383a8a0,-1,-19.37053,3.745624,-13.346049
04770ec39a9a97f9f4b16b2e69fa47393d1cab7c,39,-3.1461115,-12.012842,18.23589
0479a6579c10f6c1694b24af7f5ece98e7172732,-1,-10.481859,14.689477,8.227711
047e8637a3c1bedc82c73add146e1970480b7927,-1,-16.801065,3.6245017,2.345699
0484ed203d536532c6ff3a7197c7141aad7ba3a1,-1,-11.816898,12.159881,7.9155235
04875e1670321bcfd50efa2328b5ea67d2367bad,5,10.026787,-0.5855079,23.696949
0498ee780b480b1f9cad1241d5d7c3fbfe3a4391,39,-9.572974,-8.353786,18.342657
049d1e64e950fc03ee45bfb383d7caa0c2ee1235,13,33.681763,3.0180316,-0.8802946
04a67766f84d92881de69442cf6b1693f4cf763b,-1,-0.036820527,4.9514785,-6.584908
04b0826c2181da8810ae6c99eebf30cbbe86bf5e,5,12.488961,2.2107275,23.146961
04b1b3b79ecfa85b56ef4656114e3af9ef99e568,25,-0.50927436,-22.320614,7.1021547
04c03e63d22c20defc13175b6a1cf63d178527b8,19,13.513333,1.1168534,0.7045126
04cbbc1e81051578cb58d1de228a9b8ec9b816ab,9,-1.5131937,1.8651272,25.183697
04cfc1ca7b5a84ad62dcb39fe3300471928a6cab,-1,11.360658,19.719263,9.813756
04d33802a56336df80c4392df86d1b320dea727e,26,-2.2007184,-28.332094,-0.0285607
04e02e0d3b3779808cd9b06d2321c995f46788dc,17,20.864809,11.260413,-1.2559237
050cd9c8b6b5800df584430a098a765ce79e65cc,-1,0.53421086,-26.143843,-2.6727996
0512aad6d6fe570402686b52c3aa7aa43438b1ce,-1,0.38607338,17.30304,4.5138974
051874416eeea0f4094f0ade1799719ba6566327,13,26.894863,7.321278,-0.5065592
052eba912fe3790a6774cc38790db532f80906e5,59,-6.994339,1.6807892,-1.1701142
053b484a2e9eadf38b4378e29a3e9c18e10278f3,-1,-3.7818887,3.152865,4.4678736
053e054ca1e5734e044373ccf5ace37d3dd9f3ae,-1,16.546541,-16.96206,-6.386599
05524151f1c3b24455f34507190d98064c5da0af,13,29.249708,6.341906,6.6459017
055512fa8b72a7e54664ed5e2d6886a994ba23cd,-1,-5.519139,-15.840316,-8.434123
0555ac440a8d37293ec6cef0270f8f6a870b0a43,-1,-9.1166935,-11.269514,-4.721993
05569a65a35da17fafb076e7407e7ae95924aa94,25,-0.7581554,-20.723019,8.256292
0572df41fa78f8c5422fa183665d136ce94dea42,15,-12.815173,7.7977886,-22.38373
05737a4565193c85fc468c00161fc189144b77a4,55,-28.217466,2.0930364,4.956625
057856290aff06d83fef9b548eedd529ae80cfa4,-1,-2.5699646,-3.3494494,7.805231
057bf4620dcd9ee730256273acd72aec3d4b7d15,13,31.57743,1.9490869,-0.55742174
057fa75ccaf28101ec3163e05b9d32f575c872ae,65,-9.6572695,-0.28018397,3.549415
0582f7266561c2c9f1dc8ec41ed81c8b4998bceb,59,-8.984536,1.2430909,-2.5046914
058c14903dfc2c858aeede6fdf0911078d4920e4,28,5.4651003,-16.026773,0.9781187
059af044ddf21a8d1f3e3fca839eac95fdac4e74,49,1.0811012,22.856548,-7.5695925
059c17896dac942687b00f86e7cffe2c0df7349b,55,-20.991869,-2.9211538,2.3434777
05aa5388c2279a3713af6c8dd3fe6ac6b72ec764,-1,-9.770675,7.478775,-3.870399
05c4c658f6b320d48e1a8b74e1047ef774c1d559,17,14.489013,9.362729,2.1644223
05c5ad72cd16b42d9cc92e22584c475907b18d6e,68,-2.0445359,-3.7584965,13.589667
05d05a1bba2d8ac12e9a59ffc36b326d928f452b,55,-24.945692,-4.090415,3.6438227
05d93007333b2e178149fc27f93c43173eca4c63,17,19.01733,10.075345,-1.373516
05e182f1e65ac41c4cd605214be2121a282f185f,18,-21.83764,-3.3618815,16.492329
05e2fa815355724112e48da2442077ae5cf4ab17,54,-12.080519,0.38667017,16.125866
05eb5cce581ed77a1946373ed63eff060812a1bd,-1,13.3514805,5.5888247,17.624567
05edaf4b370f4283df9f1a4f2893edeaae76f38a,36,18.314976,-4.020739,-11.858709
05f1877b559ec619bf79d11a9f461131dbfc3adc,51,-12.251871,16.323736,-8.378801
06122c19b18728fcadc6ea166874587b0fca7b4a,31,24.009035,-11.223619,8.254567
061508133d288a73390ae0e3787a057d3b98f364,-1,13.547511,-2.261403,7.535429
0616a6f0f00ba1b0a5e02bcf4fd17e57b40d0f0f,-1,20.805494,-18.588743,-7.22266
0625566c5f8467f68f9154e9e7fad8274a0140f4,27,5.738868,15.377426,15.562836
06341a22d92d478f1fead9e2a1b50f22698b8d05,15,-16.808556,5.7573404,-17.123793
0640081113fc53bd073b42d45a9037150467937c,13,35.58644,2.95079,3.398123
064046d56e0c86ab44b2ea0510fe8c04260c2454,-1,10.914483,2.645503,-4.244766
065099a4f8054fb4bede11d928566118163c7303,69,-1.0038666,-5.232705,-1.7351137
06559dd625491d6474ee88f08c12fc17c1830995,-1,-19.965319,-4.343289,-13.351032
06566cad1ee66de9af766cadd99b21b12b6cb875,-1,5.0394735,0.4858421,-17.482868
0658d46768ff8857e601b6c47500076baf5daec6,-1,-3.970117,18.662424,-16.698679
065ed0dbcddc68a5e56bf8df70ee5e5e1817e3d6,-1,7.026697,19.40445,7.4407854
06720a675247b870d053dc3a441ea4d9b24a9a8f,5,10.309497,1.8338399,16.658987
06887c0259bb69e0ca90ca99e4a22ec4a26dc079,19,12.600642,0.84806573,1.0029387
06a17444f78e5dc6b3cdf614a643a0d6f547553a,-1,-10.445414,-3.4378967,9.412807
06a36e5edd8bc0de7ee91f6f160bbbc9bde2347c,-1,-9.059042,-16.747166,18.336277
06b7fe00c895bfcb5ecda364f3a83b581ca25348,-1,2.7939832,-9.479145,13.849586
06c061b75c7eead4f49ea16b8080f01e20cd6d2a,5,9.8037615,3.7555199,19.316938
06d35320377b2af837a9e4407895e914408b822e,58,-15.118657,9.725505,11.539362
06df293655581ad97ddce5516dc14a3d5390101f,-1,-16.095186,-6.7266736,-2.0738018
06e0065f4fc7b498ee881b8e1f98bd207ea7d083,-1,-21.735464,7.9315147,18.557552
06e7baf4df2a8355fdcf4930fdd0d9ec228035f2,31,20.946096,-17.964468,1.7928607
06f02e21581e3bdede676b630b3678a6da6f40f5,15,-11.017751,8.608153,-22.62528
06f3e11e3ebcf145781b6935637d181f38ff94c3,-1,-24.929605,2.8163898,-4.2568827
06f5bac16cd1674ca9eae74f164ea021f456e15d,31,21.864153,-17.023867,8.20832
070ad56773eaa987df2c783e91ddf2b63ca44b9b,-1,-32.89962,5.6199493,2.2942994
070ad815bf05dd5b86a305d823bdf2141a9d6d37,-1,-25.622023,4.350626,-7.9635153
070f09a39e72a77c852166a41d35dd09c9119515,-1,-12.581047,15.437501,13.710309
0714cb3c22e67c13cbd55088a57da9f90c6cd40a,13,27.649052,2.7845926,3.8181133
0732a19a5a794fbb37559438bbbc06a89fcd2a76,42,5.741032,-1.9911053,-16.201384
073d95565fab3ec49dbd3bd4fa8bad56c76c0d87,27,0.82615334,11.734712,7.365265
074a5e90da017bf10e886ca3e0a2c8480969c19f,25,-3.0468829,-21.887619,7.6990466
0765ed585a45fb347393f9572d0086d564eef110,59,-9.471778,7.3811274,6.1462326
076896ea3c7dfa542aa26c01cb3fcd4d1cf262af,-1,-17.858288,12.700158,3.7804751
0772ea74887ea290495b7123cf7603178a6050fd,-1,12.550913,9.235143,13.5735
0778e72fd1da2bcb4ca95c20f8847803cc64b837,7,24.014757,-5.5874043,8.482719
077eaca1f4eda2f5c18e46bdfe54f20feb506efa,32,14.497834,-9.502466,1.2305067
0780dce614e6140edbd2f1eee69916c880437a53,5,11.973193,-0.400373,16.300926
078d4cc739a576901bd313b4f2c22953c41fd615,26,0.29909942,-23.495008,0.1398142
07977d323e9c84c541e0a89e02a240f3ed204624,-1,-9.195577,8.672484,0.31895652
07a711670a3df33296f2870a18b60f5c554a4e60,-1,-7.6978087,17.719915,2.4042222
07a9268c6d2869d09bbfaa4ff21720315e11190d,25,-3.058697,-24.68674,9.494766
07abf77f40e0ba7d1b0443b94a25fc86797eca79,-1,8.78547,-19.380962,-11.335453
07ad29579efa52fddb52a6d58b1b78c81191dccb,69,1.7094458,-3.9069242,4.380851
07b1ce866ea56ef6b327e4345c06d03cf927dcaf,8,26.442854,0.7565071,-13.7468
07d0f53ce5e33cde9145d5b54969cf5b175b0199,23,-22.578152,-11.412155,8.081112
07f0141976d0afefce4b0719c40a07bdb6f758be,8,29.20288,-0.96310574,-17.48229
07f3108ea6bd0bc50b6a4fb7882e51a2a9f1dfa5,12,-12.176308,-15.495618,-3.9253068
07fa84ad143ae116a467c69997ff42e2943a4233,-1,-13.260072,-2.9028182,10.627299
080c89bebe16e0d3c37ffc27c6b302af7b5491f3,55,-26.09658,-1.1604882,2.764192
0821c609487866ac2081ffa77033c2819936d853,69,-1.5297811,0.4203192,4.603015
08220a2073461ec18169aaf27976b0904256753e,-1,6.6557355,9.436919,2.808534
084497b8a212d3db8b86c374679ecbe37258becf,48,9.915223,20.050144,-1.0714321
0847368915c25b23c01134e9982767d285ac581c,16,-9.857018,8.352891,-10.908868
08491ac3619623ebbc05f47d4ac30cf31e5dae0f,39,-8.8316965,-11.281467,15.332215
084ebb2326c39aa115855b536b46ab5ff4efd048,38,3.7790575,-17.92375,-16.95407
08576aff85bcd5f05f5a3b83e36019e1cce50886,-1,3.4157233,-7.582081,-9.667515
085d4a9ec406f4adcad1ae038f6cbe5725497068,59,-16.633503,7.728776,-3.1960273
085e186af4018d04365906f121ae4506b61aa664,-1,-10.682692,22.117102,-8.133764
0865af4fad3b47b26cffc1eebbda8e699e21f3b3,31,21.926159,-17.171936,1.8626515
086942302bd154ce54b087630f19d73c81e6cba8,17,14.941086,5.4294395,-0.7860596
086da529b85ab5dd2a5ce6c310fd2a5749cb13f0,-1,-17.164944,1.4099362,19.114775
086f7a89f775b36452bccfc58bc17b19041a134a,-1,11.660145,-7.9956474,-4.1670723
0877ecdfa187fb80d73ba6f1e22483c1356727d2,59,-13.145162,8.935469,4.736656
08b1db490d9eecb553fa0b8bc14bc4eeb24223c0,-1,-15.322271,0.56577075,20.749405
08bb40b24fed14537f4929158c998afd542b78da,3,18.753792,3.0805721,14.042409
08bcf71b21718e4d01f6da8de273b33a0d8fcdb5,-1,-1.0874368,13.296478,-14.008949
08cccc2b16ac1b12c56edb730e2a323794e1f06d,58,-14.250633,10.303887,13.087828
08e18dcdccd9134045f214120c4ac9ee58063b7b,41,11.505287,-9.442774,-8.563448
08e960793771386e19cebe9d6c3540c89603741b,-1,11.14737,-15.208322,-15.356761
08f5334ff9ef2a658347fb239646e2bbc22fd0ca,51,-15.068671,16.207718,-4.445965
091a1276bcb613df256455c5a2d6b5951292e2b9,-1,10.162993,-2.1055782,-18.035223
092572ffa91021fdf11787fbe65d3cd78803f4ae,-1,8.735914,3.2004652,6.3320365
0937bdef6ccd103c77433c4228bf4e6756be8ac9,-1,-22.86411,8.762895,4.7561436
09474e36ffb6cd3d79f5aea7f582919142a5bfe4,13,28.128843,1.951535,3.1871755
094cc3392446e55f357bb28bf7f810465152e62f,-1,-12.553499,15.21809,13.810196
095124d8be0ee77f054eb45b46d41f62d406a232,67,-4.583314,-11.540822,6.8268886
096084296f1dc3a4aef2fb64ee714b3b6265c9c6,-1,10.13592,1.6749892,-6.7004137
09625b8e27297bfd230c00515b92e982e355f1fc,-1,-3.141283,13.742077,-11.569486
09729a59fa1f02c56cec39fcfb132dbb092d481f,-1,1.5540887,-2.4259713,-13.21279
0979fde2d49680ae3fcb784dd1155af485ce5a6b,-1,4.609255,-0.5636751,-2.223356
0980ae575628c68c3276cf80d0f404668e24f529,-1,3.7886567,-7.802129,6.6703205
0989132dc7ba032e3e61ddf42141112c9679574b,-1,-4.36398,-1.0898238,9.357327
09b90dbdd9647f158714ee73096a2cebb0e140e4,-1,-14.339758,16.287235,0.74410605
09d62e3e4398e2124baf06b0d282b6ea1a54d61e,-1,-6.0118747,-27.805452,-4.4713764
09d65b4127bfb3d668ae216bdaacc031dbf41a46,-1,-1.3844746,-10.149278,22.83432
09d9e5721764dc53f4f5ea60a40db0f61a047261,-1,-17.698736,7.959486,17.221807
09e8f83dfda59e09258dbb2374dac0c7aeb3b05e,55,-22.364477,-3.631198,3.4227455
09f10fdab0379b929c219e220cb86aa075b992f0,-1,1.271392,-27.528154,9.827529
0a022e364d9f725534710bba2213073b097cab5a,13,28.996717,7.584483,3.0832603
0a090ff9b03e65765a455d4049b9e836d9482002,37,-5.5655427,-19.056492,-9.765597
0a09cf07317245e827430a9df9e6b79b3fc3de28,36,17.357288,2.6361086,-11.322464
0a10497b935f65c2aac2f6dbb9b831b1945a38db,-1,-13.2976265,-3.347471,-10.11604
0a12853d1f78f356866ab3acd8903abd90067465,66,-4.1708865,7.1954856,16.124748
0a12e98bf67c2e30749d043dc6593b7d4bcb93cc,-1,-7.973138,17.607256,3.0162704
0a322dec79dae82617f1bc3f5af1d3fe1c76471d,49,0.4661565,27.282345,-2.9213026
0a334013105e777d320e95f15c223681cc1eb699,0,15.039258,6.8293386,-21.39523
0a3472fc6a99041d54feb49b148facaa7a9f5d48,-1,-7.5158734,16.504955,12.75631
0a34d31737cd68ae2abfacb56912f1c006a971f6,-1,2.83136,-3.90624,8.394833
0a3818af20af094e0daa349c42157328c2841b51,68,-4.792199,-3.616584,12.132738
0a3f562b25203dd3cbdc992c83b055e0dc9725c9,38,3.3748522,-18.223179,-17.101507
0a3fcd35826856a54f3d5bd32153d330369ed7c5,26,-1.6379755,-28.816395,2.5248334
0a47438527057f2061f203e0ef0c74acea570734,14,30.676716,-10.144544,-0.6531124
0a5b09cfcacb83911c5395bde38f7a808f5533e1,31,20.558987,-15.4317465,6.088282
0a5df9d7954a99700163866b835c6c72a0cd6f83,-1,-5.4910927,5.613087,-15.760816
0a6fc2e7d5bcf42aab59f739ab38f9ce2ba30193,41,14.692539,-7.9786563,-11.403136
0a70e9a0b64964ba99ab503bc3a3d053ba2ae90b,69,-0.053687606,-2.050048,1.9792343
0a7d5e80d67c6bd115c3aff0bd920f1ab6539567,12,-16.659208,-13.691004,-2.3255594
0a9f946f8685e98b25892a3b2f1f3f3e228809a8,69,-2.471009,-2.7375677,0.17644364
0aa3c89cb169a04395a1ea29ba2667ac7bf3e14f,3,19.542587,0.7424781,12.925682
0aa6133bf7f5913d8665f01370260d9ff3dae60a,28,7.1030903,-17.491219,2.9140167
0ab7f39deaf2bbc89a5be594369a607054ab9f4d,21,-1.2728847,9.75065,-19.290632
0abbe2a4288a0ff302bd9bb2a64c04d7263a6192,59,-12.54577,0.09120219,-5.7083607
0ac7a7bd51caf4348328a00e2870702cf7d896a7,55,-22.593363,-4.022735,3.7295918
0ad541149a3f5221e9048989ead70d6c1b88bac1,55,-20.611292,-0.50437593,5.4880104
0adc9b29ee23596fb42e1922ff7c6d5dd88f32ec,-1,-5.955034,-4.04613,3.3765328
0aec313e74eb129f325c85211d3c53cffa5b6361,59,-14.77052,7.135189,2.9072022
0aecf352a5407cb4bf43f3cf3ddfecdbe86085a6,15,-14.208393,-1.5840222,-17.22087
0aef7eec39ee664ffa8a3cdce8c2ecf41152f965,23,-14.949668,-13.052236,10.214697
0af2f0a97221b62f9616b1df4f81e78c9f1e4d70,30,10.153213,-16.051746,-14.545532
0af475157fa4783e7b63549d7fbcc1ca91fd25ea,-1,10.905685,14.348578,-6.3415604
0af4d3f42d643d03c355884ace71efd9e73647d2,-1,-1.4723392,-12.268248,-16.684437
0afc30fa7d812235057fe0be28da76306c1dd02c,55,-22.557953,2.4162002,1.9679822
0aff920a960d71ebbbcda6bfb7e89a4fade6078d,-1,-2.689882,-2.2105901,7.9059443
0b05caa0102220d90212d438cc84fa5fd46589e2,-1,-4.8405976,-4.002859,-1.8998723
0b1240fcfa584d8f87c6126258b16f51b178ace0,23,-19.045843,-12.641984,8.68393
0b13f9d958f0d69fd60a66f408a4b1a11748a76e,13,30.189495,2.9814441,-1.0076702
0b164805478e5733f7baf05f1794beae0235d554,15,-11.879778,1.7023635,-17.687847
0b3176c5a5c072b6a2933858f853926f0c230091,15,-15.656894,6.59335,-18.070316
0b3b332e0c393b3b3afc7adc7181b7825512ab32,52,-9.692186,21.340942,-4.0500126
0b3f06d2e4761c42580ad61ddadfbebf90e6a22c,49,4.4926624,29.77892,-5.9534693
0b590717f1f05d289cc237d9dae9eda4cec1922c,-1,-0.7345076,-16.01707,-16.756037
0b5c2168a0e51d82704573c711281515094332e5,66,-3.3091495,7.8857884,15.813557
0b5f48644b9f49e8569067d96baec523993eb8be,-1,-32.154568,4.13859,2.2404037
0b6a1e142633ee66c3542d564923300667129fad,-1,8.191116,-19.281542,-6.428098
0b6b17dae9e376da0b76c7b279ddf963461ee4ab,15,-11.188786,8.854696,-20.453405
0b760700b24736d67f3ec81ad64bafef358c789b,-1,-15.386762,-6.9927897,-18.769594
0b7bc5f1b97563c32cb1f7aa23f7c8150e3e0001,15,-14.487599,0.5801904,-18.500673
0b88059cf2abbebbc7fb2cfc652d1eae11624a4d,-1,14.447597,1.2644931,2.0123394
0b9bcaa2bf8378cd019753d4850d85187f5137ec,-1,-3.012275,-21.41763,0.04291059
0b9d41eebe5fef170f9e332200647f8c6fb4d0ef,-1,-3.0405464,13.196416,-2.4588325
0ba851ce37bf230835e3d6e5dd1a23ce13eaf93e,-1,-9.3659,10.620582,-21.207975
0bb185c49104ef788647f6bf50e871222ae335be,-1,-12.969956,6.7118506,9.1963005
0bc12850d8298bb862988f4170fce837ef37eaf0,-1,-9.527331,8.364243,0.8010102
0bd50f5f85480d5cd8dbe6dc2a42f1e4fb61964a,14,28.455235,-10.428201,-3.989505
0bd534366fe320608f3340e349d949ae5c1f17cb,-1,-13.1037655,12.715499,2.6874788
0bde6e3135f71a614c335e0b704902fcf2dc0b59,-1,2.6959927,-11.290003,-20.285212
0beeb2130e465adb7d39823f403d1f1516922dd9,33,11.951927,-14.239534,0.25085396
0c114ce4e2785bc0166cb8272d6b8fd2f65e616b,31,20.866293,-17.88174,0.87468696
0c1719e48c541183fb1820f1607c2cf87b0f1a79,5,9.067109,-2.0715847,19.838053
0c1ce8db3e7d10e9cd2091a729d568eee29a77d7,22,-10.238145,-13.823956,5.421327
0c1f11973a216a583243acdeaba78a8c26b1936c,-1,-2.090885,5.93286,17.645182
